word,rule_based,correct
जिन्‍होंने,⠚⠊⠝⠈⠓⠕⠰⠝⠑,⠚⠊⠈⠝⠓⠕⠰⠝⠑
जीवन-रहस्‍य,⠚⠔⠧⠝⠤⠗⠓⠎⠈⠽,⠚⠔⠧⠝⠤⠗⠓⠈⠎⠽
जुर्माना,⠚⠥⠗⠈⠍⠜⠝⠜,⠚⠥⠈⠗⠍⠜⠝⠜
झुर्रियाँ,⠴⠥⠗⠈⠗⠊⠽⠜⠄,⠴⠥⠈⠗⠗⠊⠽⠜⠄
टाइपिस्‍ट,⠾⠜⠊⠏⠊⠎⠈⠾,⠾⠜⠊⠏⠊⠈⠎⠾
टॉर्च,⠾⠭⠗⠈⠉,⠾⠭⠈⠗⠉
टॉलस्‍टॉय,⠾⠭⠇⠎⠈⠾⠭⠽,⠾⠭⠇⠈⠎⠾⠭⠽
ट्रस्‍ट,⠾⠈⠗⠎⠈⠾,⠈⠾⠗⠈⠎⠾
ट्रस्‍टी,⠾⠈⠗⠎⠈⠾⠔,⠈⠾⠗⠈⠎⠾⠔
डिब्‍बा,⠫⠊⠃⠈⠃⠜,⠫⠊⠈⠃⠃⠜
डॉक्‍टर,⠫⠭⠅⠈⠾⠗,⠫⠭⠈⠅⠾⠗
तकलीफ़,⠞⠅⠇⠔⠋⠐,⠞⠅⠇⠔⠐⠋
तपस्‍या,⠞⠏⠎⠈⠽⠜,⠞⠏⠈⠎⠽⠜
तर्कशक्‍ति,⠞⠗⠈⠅⠩⠅⠈⠞⠊,⠞⠈⠗⠅⠩⠈⠅⠞⠊
तसल्‍ली,⠞⠎⠇⠈⠇⠔,⠞⠎⠈⠇⠇⠔
तिरस्‍कार,⠞⠊⠗⠎⠈⠅⠜⠗,⠞⠊⠗⠈⠎⠅⠜⠗
तेरी...कम्‍बख्‍त,⠞⠑⠗⠔⠄⠄⠄⠅⠍⠈⠃⠨⠈⠞,⠞⠑⠗⠔⠄⠄⠄⠅⠈⠍⠃⠈⠨⠞
त्‍योहार,⠞⠈⠽⠕⠓⠜⠗,⠈⠞⠽⠕⠓⠜⠗
दफ़न,⠙⠋⠐⠝,⠙⠐⠋⠝
दरख्‍वास्‍त,⠙⠗⠨⠈⠧⠜⠎⠈⠞,⠙⠗⠈⠨⠧⠜⠈⠎⠞
दुर्बल,⠙⠥⠗⠈⠃⠇,⠙⠥⠈⠗⠃⠇
दुश्‍मन,⠙⠥⠩⠈⠍⠝,⠙⠥⠈⠩⠍⠝
दृश्‍य,⠙⠐⠗⠩⠈⠽,⠙⠐⠗⠈⠩⠽
दृश्‍य-श्रव्‍य,⠙⠐⠗⠩⠈⠽⠤⠈⠩⠗⠧⠈⠽,⠙⠐⠗⠈⠩⠽⠤⠈⠩⠗⠈⠧⠽
नज़दीक,⠝⠚⠐⠙⠔⠅,⠝⠐⠚⠙⠔⠅
नज़र-अंदाज़,⠝⠚⠐⠗⠤⠁⠰⠙⠜⠚⠐,⠝⠐⠚⠗⠤⠁⠰⠙⠜⠐⠚
नन्‍ही,⠝⠝⠈⠓⠔,⠝⠈⠝⠓⠔
नन्‍हे-नन्‍हे,⠝⠝⠈⠓⠑⠤⠝⠝⠈⠓⠑,⠝⠈⠝⠓⠑⠤⠝⠈⠝⠓⠑
नष्‍ट,⠝⠯⠈⠾,⠝⠈⠯⠾
नाराज़गी,⠝⠜⠗⠜⠚⠐⠛⠔,⠝⠜⠗⠜⠐⠚⠛⠔
नि:श्‍वास,⠝⠊⠒⠩⠈⠧⠜⠎,⠝⠊⠒⠈⠩⠧⠜⠎
निर्लिप्‍त,⠝⠊⠗⠈⠇⠊⠏⠈⠞,⠝⠊⠈⠗⠇⠊⠈⠏⠞
निवृत्त,⠝⠊⠧⠐⠗⠞⠈⠞,⠝⠊⠧⠐⠗⠈⠞⠞
न्‍योछावर,⠝⠈⠽⠕⠡⠜⠧⠗,⠈⠝⠽⠕⠡⠜⠧⠗
पक्‍का,⠏⠅⠈⠅⠜,⠏⠈⠅⠅⠜
पट्टा,⠏⠾⠈⠾⠜,⠏⠈⠾⠾⠜
पत्तियों,⠏⠞⠈⠞⠊⠽⠕⠰,⠏⠈⠞⠞⠊⠽⠕⠰
पत्‍थर-काँटे,⠏⠞⠈⠹⠗⠤⠅⠜⠄⠾⠑,⠏⠈⠞⠹⠗⠤⠅⠜⠄⠾⠑
पन्‍नालाल,⠏⠝⠈⠝⠜⠇⠜⠇,⠏⠈⠝⠝⠜⠇⠜⠇
परमात्‍मा,⠏⠗⠍⠜⠞⠈⠍⠜,⠏⠗⠍⠜⠈⠞⠍⠜
पर्णकुटी,⠏⠗⠈⠼⠅⠥⠾⠔,⠏⠈⠗⠼⠅⠥⠾⠔
पश्‍चाताप,⠏⠩⠈⠉⠜⠞⠜⠏,⠏⠈⠩⠉⠜⠞⠜⠏
पाठ्यक्रम,⠏⠜⠺⠈⠽⠅⠈⠗⠍,⠏⠜⠈⠺⠽⠈⠅⠗⠍
पाण्‍डेय-प्रोफे़सर,⠏⠜⠼⠈⠫⠑⠽⠤⠏⠈⠗⠕⠋⠑⠐⠎⠗,⠏⠜⠈⠼⠫⠑⠽⠤⠈⠏⠗⠕⠐⠋⠑⠎⠗
पुनमुर्द्रण,⠏⠥⠝⠍⠥⠗⠈⠙⠈⠗⠼,⠏⠥⠝⠍⠥⠈⠗⠈⠙⠗⠼
पुनर्विक्रय,⠏⠥⠝⠗⠈⠧⠊⠅⠈⠗⠽,⠏⠥⠝⠈⠗⠧⠊⠈⠅⠗⠽
पूर्णिमा,⠏⠳⠗⠈⠼⠊⠍⠜,⠏⠳⠈⠗⠼⠊⠍⠜
पृथ्‍वी,⠏⠐⠗⠹⠈⠧⠔,⠏⠐⠗⠈⠹⠧⠔
पोस्‍टमास्‍टर,⠏⠕⠎⠈⠾⠍⠜⠎⠈⠾⠗,⠏⠕⠈⠎⠾⠍⠜⠈⠎⠾⠗
प्रगल्‍भता,⠏⠈⠗⠛⠇⠈⠘⠞⠜,⠈⠏⠗⠛⠈⠇⠘⠞⠜
प्रसन्‍नता।,⠏⠈⠗⠎⠝⠈⠝⠞⠜⠲,⠈⠏⠗⠎⠈⠝⠝⠞⠜⠲
प्‍यारी-प्‍यारी,⠏⠈⠽⠜⠗⠔⠤⠏⠈⠽⠜⠗⠔,⠈⠏⠽⠜⠗⠔⠤⠈⠏⠽⠜⠗⠔
फ़तेह,⠋⠐⠞⠑⠓,⠐⠋⠞⠑⠓
फ़र्क,⠋⠐⠗⠈⠅,⠐⠋⠈⠗⠅
फ़र्स्ट,⠋⠐⠗⠈⠎⠈⠾,⠐⠋⠈⠗⠈⠎⠾
फ़ार्म,⠋⠐⠜⠗⠈⠍,⠐⠋⠜⠈⠗⠍
फ्लैट,⠋⠈⠇⠌⠾,⠈⠋⠇⠌⠾
बदहज़मी,⠃⠙⠓⠚⠐⠍⠔,⠃⠙⠓⠐⠚⠍⠔
बल्कि,⠃⠇⠈⠅⠊,⠃⠈⠇⠅⠊
बहुमूल्‍य,⠃⠓⠥⠍⠳⠇⠈⠽,⠃⠓⠥⠍⠳⠈⠇⠽
बालिश्‍त,⠃⠜⠇⠊⠩⠈⠞,⠃⠜⠇⠊⠈⠩⠞
बास्‍कट,⠃⠜⠎⠈⠅⠾,⠃⠜⠈⠎⠅⠾
बिल्‍ली,⠃⠊⠇⠈⠇⠔,⠃⠊⠈⠇⠇⠔
बुद्ध-जातक,⠃⠥⠙⠈⠮⠤⠚⠜⠞⠅,⠃⠥⠈⠙⠮⠤⠚⠜⠞⠅
बेवकूफ़,⠃⠑⠧⠅⠳⠋⠐,⠃⠑⠧⠅⠳⠐⠋
बोटैनिकल-उद्यान,⠃⠕⠾⠌⠝⠊⠅⠇⠤⠥⠙⠈⠽⠜⠝,⠃⠕⠾⠌⠝⠊⠅⠇⠤⠥⠈⠙⠽⠜⠝
भगवद्भजन,⠘⠛⠧⠙⠈⠘⠚⠝,⠘⠛⠧⠈⠙⠘⠚⠝
भजन-भक्‍ति,⠘⠚⠝⠤⠘⠅⠈⠞⠊,⠘⠚⠝⠤⠘⠈⠅⠞⠊
भविष्‍य,⠘⠧⠊⠯⠈⠽,⠘⠧⠊⠈⠯⠽
भाग्‍य,⠘⠜⠛⠈⠽,⠘⠜⠈⠛⠽
भुट्टे,⠘⠥⠾⠈⠾⠑,⠘⠥⠈⠾⠾⠑
भौचक्‍का,⠘⠪⠉⠅⠈⠅⠜,⠘⠪⠉⠈⠅⠅⠜
भ्रांति-सी,⠘⠈⠗⠜⠰⠞⠊⠤⠎⠔,⠈⠘⠗⠜⠰⠞⠊⠤⠎⠔
मग्‍न,⠍⠛⠈⠝,⠍⠈⠛⠝
मज़दूर,⠍⠚⠐⠙⠳⠗,⠍⠐⠚⠙⠳⠗
मजे़-से,⠍⠚⠑⠐⠤⠎⠑,⠍⠐⠚⠑⠤⠎⠑
मन:स्‍थिति,⠍⠝⠒⠎⠈⠹⠊⠞⠊,⠍⠝⠒⠈⠎⠹⠊⠞⠊
मनुष्‍यों,⠍⠝⠥⠯⠈⠽⠕⠰,⠍⠝⠥⠈⠯⠽⠕⠰
मानव-सभ्‍यता,⠍⠜⠝⠧⠤⠎⠘⠈⠽⠞⠜,⠍⠜⠝⠧⠤⠎⠈⠘⠽⠞⠜
मारफ़त,⠍⠜⠗⠋⠐⠞,⠍⠜⠗⠐⠋⠞
मिट्टी,⠍⠊⠾⠈⠾⠔,⠍⠊⠈⠾⠾⠔
मिथ्‍या,⠍⠊⠹⠈⠽⠜,⠍⠊⠈⠹⠽⠜
मिन्‍नतें,⠍⠊⠝⠈⠝⠞⠑⠰,⠍⠊⠈⠝⠝⠞⠑⠰
मिर्ची,⠍⠊⠗⠈⠉⠔,⠍⠊⠈⠗⠉⠔
मुक्‍त,⠍⠥⠅⠈⠞,⠍⠥⠈⠅⠞
मुद्रित,⠍⠥⠙⠈⠗⠊⠞,⠍⠥⠈⠙⠗⠊⠞
मुनाफ़ा,⠍⠥⠝⠜⠋⠐⠜,⠍⠥⠝⠜⠐⠋⠜
मुफ़्त,⠍⠥⠋⠐⠈⠞,⠍⠥⠈⠐⠋⠞
मुश्किल,⠍⠥⠩⠈⠅⠊⠇,⠍⠥⠈⠩⠅⠊⠇
मुस्‍कुरा-मुस्‍कुराकर,⠍⠥⠎⠈⠅⠥⠗⠜⠤⠍⠥⠎⠈⠅⠥⠗⠜⠅⠗,⠍⠥⠈⠎⠅⠥⠗⠜⠤⠍⠥⠈⠎⠅⠥⠗⠜⠅⠗
मूर्खता,⠍⠳⠗⠈⠨⠞⠜,⠍⠳⠈⠗⠨⠞⠜
मोटा-ताज़ा।,⠍⠕⠾⠜⠤⠞⠜⠚⠐⠜⠲,⠍⠕⠾⠜⠤⠞⠜⠐⠚⠜⠲
मोहल्‍ले,⠍⠕⠓⠇⠈⠇⠑,⠍⠕⠓⠈⠇⠇⠑
रहस्‍य,⠗⠓⠎⠈⠽,⠗⠓⠈⠎⠽
राज़ी,⠗⠜⠚⠐⠔,⠗⠜⠐⠚⠔
रामजन्‍म,⠗⠜⠍⠚⠝⠈⠍,⠗⠜⠍⠚⠈⠝⠍
राष्‍ट्रीय,⠗⠜⠯⠈⠾⠈⠗⠔⠽,⠗⠜⠈⠯⠈⠾⠗⠔⠽
रिक्‍तता,⠗⠊⠅⠈⠞⠞⠜,⠗⠊⠈⠅⠞⠞⠜
रिश्‍तेदार,⠗⠊⠩⠈⠞⠑⠙⠜⠗,⠗⠊⠈⠩⠞⠑⠙⠜⠗
रिश्‍तेदारों,⠗⠊⠩⠈⠞⠑⠙⠜⠗⠕⠰,⠗⠊⠈⠩⠞⠑⠙⠜⠗⠕⠰
रुद्राक्ष,⠗⠥⠙⠈⠗⠜⠟,⠗⠥⠈⠙⠗⠜⠟
रोज़,⠗⠕⠚⠐,⠗⠕⠐⠚
लता-पत्तों,⠇⠞⠜⠤⠏⠞⠈⠞⠕⠰,⠇⠞⠜⠤⠏⠈⠞⠞⠕⠰
वक्‍त,⠧⠅⠈⠞,⠧⠈⠅⠞
वज़ीर,⠧⠚⠐⠔⠗,⠧⠐⠚⠔⠗
वारिस-रिश्‍तेदार,⠧⠜⠗⠊⠎⠤⠗⠊⠩⠈⠞⠑⠙⠜⠗,⠧⠜⠗⠊⠎⠤⠗⠊⠈⠩⠞⠑⠙⠜⠗
विकल्‍प,⠧⠊⠅⠇⠈⠏,⠧⠊⠅⠈⠇⠏
विद्यार्थियों,⠧⠊⠙⠈⠽⠜⠗⠈⠹⠊⠽⠕⠰,⠧⠊⠈⠙⠽⠜⠈⠗⠹⠊⠽⠕⠰
विभिन्‍न,⠧⠊⠘⠊⠝⠈⠝,⠧⠊⠘⠊⠈⠝⠝
विश्‍लेषण,⠧⠊⠩⠈⠇⠑⠯⠼,⠧⠊⠈⠩⠇⠑⠯⠼
विश्‍वविद्यालय,⠧⠊⠩⠈⠧⠧⠊⠙⠈⠽⠜⠇⠽,⠧⠊⠈⠩⠧⠧⠊⠈⠙⠽⠜⠇⠽
विश्‍वास,⠧⠊⠩⠈⠧⠜⠎,⠧⠊⠈⠩⠧⠜⠎
विषय-क्रम,⠧⠊⠯⠽⠤⠅⠈⠗⠍,⠧⠊⠯⠽⠤⠈⠅⠗⠍
विस्‍तार,⠧⠊⠎⠈⠞⠜⠗,⠧⠊⠈⠎⠞⠜⠗
वैज्ञानिक-कल्‍पना-लोक,⠧⠌⠱⠜⠝⠊⠅⠤⠅⠇⠈⠏⠝⠜⠤⠇⠕⠅,⠧⠌⠱⠜⠝⠊⠅⠤⠅⠈⠇⠏⠝⠜⠤⠇⠕⠅
व्‍यंग्‍य,⠧⠈⠽⠰⠛⠈⠽,⠈⠧⠽⠰⠈⠛⠽
व्‍यक्‍त,⠧⠈⠽⠅⠈⠞,⠈⠧⠽⠈⠅⠞
व्‍यर्थ,⠧⠈⠽⠗⠈⠹,⠈⠧⠽⠈⠗⠹
शक्‍ति,⠩⠅⠈⠞⠊,⠩⠈⠅⠞⠊
शक्‍तिशाली,⠩⠅⠈⠞⠊⠩⠜⠇⠔,⠩⠈⠅⠞⠊⠩⠜⠇⠔
श्रेष्‍ठ,⠈⠩⠗⠑⠯⠈⠺,⠈⠩⠗⠑⠈⠯⠺
श्‍यामसिंह,⠩⠈⠽⠜⠍⠎⠊⠰⠓,⠈⠩⠽⠜⠍⠎⠊⠰⠓
संक्षिप्‍तता,⠎⠰⠟⠊⠏⠈⠞⠞⠜,⠎⠰⠟⠊⠈⠏⠞⠞⠜
संध्‍या,⠎⠰⠮⠈⠽⠜,⠎⠰⠈⠮⠽⠜
संध्‍या-समय,⠎⠰⠮⠈⠽⠜⠤⠎⠍⠽,⠎⠰⠈⠮⠽⠜⠤⠎⠍⠽
संध्‍योपासना,⠎⠰⠮⠈⠽⠕⠏⠜⠎⠝⠜,⠎⠰⠈⠮⠽⠕⠏⠜⠎⠝⠜
संन्‍यासी,⠎⠰⠝⠈⠽⠜⠎⠔,⠎⠰⠈⠝⠽⠜⠎⠔
संपन्‍नता,⠎⠰⠏⠝⠈⠝⠞⠜,⠎⠰⠏⠈⠝⠝⠞⠜
संस्‍कृति,⠎⠰⠎⠈⠅⠐⠗⠞⠊,⠎⠰⠈⠎⠅⠐⠗⠞⠊
संस्‍थानों/प्रकाशकों,⠎⠰⠎⠈⠹⠜⠝⠕⠰⠌⠏⠈⠗⠅⠜⠩⠅⠕⠰,⠎⠰⠈⠎⠹⠜⠝⠕⠰⠌⠈⠏⠗⠅⠜⠩⠅⠕⠰
सज्जा,⠎⠚⠈⠚⠜,⠎⠈⠚⠚⠜
सतर्क,⠎⠞⠗⠈⠅,⠎⠞⠈⠗⠅
सदस्‍य-समन्‍वयक,⠎⠙⠎⠈⠽⠤⠎⠍⠝⠈⠧⠽⠅,⠎⠙⠈⠎⠽⠤⠎⠍⠈⠝⠧⠽⠅
सन्‍नाटा,⠎⠝⠈⠝⠜⠾⠜,⠎⠈⠝⠝⠜⠾⠜
सल्‍तनत,⠎⠇⠈⠞⠝⠞,⠎⠈⠇⠞⠝⠞
साँप-बिच्‍छू,⠎⠜⠄⠏⠤⠃⠊⠉⠈⠡⠳,⠎⠜⠄⠏⠤⠃⠊⠈⠉⠡⠳
साधना-सिद्धि,⠎⠜⠮⠝⠜⠤⠎⠊⠙⠈⠮⠊,⠎⠜⠮⠝⠜⠤⠎⠊⠈⠙⠮⠊
साफ़,⠎⠜⠋⠐,⠎⠜⠐⠋
सामग्री-चयन,⠎⠜⠍⠛⠈⠗⠔⠤⠉⠽⠝,⠎⠜⠍⠈⠛⠗⠔⠤⠉⠽⠝
साम्राज्‍य,⠎⠜⠍⠈⠗⠜⠚⠈⠽,⠎⠜⠈⠍⠗⠜⠈⠚⠽
साहित्‍यिक,⠎⠜⠓⠊⠞⠈⠽⠊⠅,⠎⠜⠓⠊⠈⠞⠽⠊⠅
सिर्फ़,⠎⠊⠗⠈⠋⠐,⠎⠊⠈⠗⠐⠋
सी.डब्‍ल्‍यू.सी.,⠎⠔⠲⠫⠃⠈⠇⠈⠽⠳⠲⠎⠔⠲,⠎⠔⠲⠫⠈⠃⠈⠇⠽⠳⠲⠎⠔⠲
सुदर्शन,⠎⠥⠙⠗⠈⠩⠝,⠎⠥⠙⠈⠗⠩⠝
स्‍कूल,⠎⠈⠅⠳⠇,⠈⠎⠅⠳⠇
स्‍टॉप,⠎⠈⠾⠭⠏,⠈⠎⠾⠭⠏
स्‍तब्‍ध,⠎⠈⠞⠃⠈⠮,⠈⠎⠞⠈⠃⠮
स्‍तर,⠎⠈⠞⠗,⠈⠎⠞⠗
स्‍थायी,⠎⠈⠹⠜⠽⠔,⠈⠎⠹⠜⠽⠔
स्‍थिति,⠎⠈⠹⠊⠞⠊,⠈⠎⠹⠊⠞⠊
स्‍फूर्तिमान,⠎⠈⠋⠳⠗⠈⠞⠊⠍⠜⠝,⠈⠎⠋⠳⠈⠗⠞⠊⠍⠜⠝
स्‍वच्‍छंद,⠎⠈⠧⠉⠈⠡⠰⠙,⠈⠎⠧⠈⠉⠡⠰⠙
स्‍वप्‍न,⠎⠈⠧⠏⠈⠝,⠈⠎⠧⠈⠏⠝
स्‍वर्ग,⠎⠈⠧⠗⠈⠛,⠈⠎⠧⠈⠗⠛
स्‍वाद-सुख,⠎⠈⠧⠜⠙⠤⠎⠥⠨,⠈⠎⠧⠜⠙⠤⠎⠥⠨
स्‍वीकार,⠎⠈⠧⠔⠅⠜⠗,⠈⠎⠧⠔⠅⠜⠗
स्‍वीकार-सूचक,⠎⠈⠧⠔⠅⠜⠗⠤⠎⠳⠉⠅,⠈⠎⠧⠔⠅⠜⠗⠤⠎⠳⠉⠅
हँसी-मज़ाक,⠓⠄⠎⠔⠤⠍⠚⠐⠜⠅,⠓⠄⠎⠔⠤⠍⠐⠚⠜⠅
हमदर्दी,⠓⠍⠙⠗⠈⠙⠔,⠓⠍⠙⠈⠗⠙⠔
हिफ़ाज़त,⠓⠊⠋⠐⠜⠚⠐⠞,⠓⠊⠐⠋⠜⠐⠚⠞
होस्‍डेकेरे,⠓⠕⠎⠈⠫⠑⠅⠑⠗⠑,⠓⠕⠈⠎⠫⠑⠅⠑⠗⠑
‘पंच-परमेश्‍वर’,⠠⠦⠏⠰⠉⠤⠏⠗⠍⠑⠩⠈⠧⠗⠴⠄,⠠⠦⠏⠰⠉⠤⠏⠗⠍⠑⠈⠩⠧⠗⠴⠄
कुर्सी,⠅⠥⠗⠈⠎⠔,⠅⠥⠈⠗⠎⠔
ज़मीन,⠚⠐⠍⠔⠝,⠐⠚⠍⠔⠝
दुश्‍मनी,⠙⠥⠩⠈⠍⠝⠔,⠙⠥⠈⠩⠍⠝⠔
बिल्‍कुल,⠃⠊⠇⠈⠅⠥⠇,⠃⠊⠈⠇⠅⠥⠇
अल्लाह,⠁⠇⠈⠇⠜⠓,⠁⠈⠇⠇⠜⠓
बद्वहनी,⠃⠙⠈⠧⠓⠝⠔,⠃⠈⠙⠧⠓⠝⠔
हीराद्वसंह,⠓⠔⠗⠜⠙⠈⠧⠎⠰⠓,⠓⠔⠗⠜⠈⠙⠧⠎⠰⠓
द्वसरचन,⠙⠈⠧⠎⠗⠉⠝,⠈⠙⠧⠎⠗⠉⠝
'प्यारे',⠄⠏⠈⠽⠜⠗⠑⠄,⠄⠈⠏⠽⠜⠗⠑⠄
(पद्धद्वत),⠶⠏⠙⠈⠮⠙⠈⠧⠞⠶,⠶⠏⠈⠙⠮⠈⠙⠧⠞⠶
(प्रायुः),⠶⠏⠈⠗⠜⠽⠥⠠⠶,⠶⠈⠏⠗⠜⠽⠥⠠⠶
-नाद्वसरा,⠤⠝⠜⠙⠈⠧⠎⠗⠜,⠤⠝⠜⠈⠙⠧⠎⠗⠜
अंग्रेजी,⠁⠰⠛⠈⠗⠑⠚⠔,⠁⠰⠈⠛⠗⠑⠚⠔
अंद्वति,⠁⠰⠙⠈⠧⠞⠊,⠁⠰⠈⠙⠧⠞⠊
अकिषण्य,⠁⠅⠊⠯⠼⠈⠽,⠁⠅⠊⠯⠈⠼⠽
अक्खड,⠁⠅⠈⠨⠫,⠁⠈⠅⠨⠫
अगद्वणत,⠁⠛⠙⠈⠧⠼⠞,⠁⠛⠈⠙⠧⠼⠞
अगरबत्ती,⠁⠛⠗⠃⠞⠈⠞⠔,⠁⠛⠗⠃⠈⠞⠞⠔
अग्रसर,⠁⠛⠈⠗⠎⠗,⠁⠈⠛⠗⠎⠗
अच्छा,⠁⠉⠈⠡⠜,⠁⠈⠉⠡⠜
अच्छा-भला,⠁⠉⠈⠡⠜⠤⠘⠇⠜,⠁⠈⠉⠡⠜⠤⠘⠇⠜
अत्तो,⠁⠞⠈⠞⠕,⠁⠈⠞⠞⠕
अत्यद्वधक,⠁⠞⠈⠽⠙⠈⠧⠮⠅,⠁⠈⠞⠽⠈⠙⠧⠮⠅
अत्यन्त,⠁⠞⠈⠽⠝⠈⠞,⠁⠈⠞⠽⠈⠝⠞
अत्याचार,⠁⠞⠈⠽⠜⠉⠜⠗,⠁⠈⠞⠽⠜⠉⠜⠗
अद्वतररि,⠁⠙⠈⠧⠞⠗⠗⠊,⠁⠈⠙⠧⠞⠗⠗⠊
अद्वतशय,⠁⠙⠈⠧⠞⠩⠽,⠁⠈⠙⠧⠞⠩⠽
अद्वनरीद्वित,⠁⠙⠈⠧⠝⠗⠔⠙⠈⠧⠊⠞,⠁⠈⠙⠧⠝⠗⠔⠈⠙⠧⠊⠞
अद्वभलाषा,⠁⠙⠈⠧⠘⠇⠜⠯⠜,⠁⠈⠙⠧⠘⠇⠜⠯⠜
अद्वभव्यत्यि,⠁⠙⠈⠧⠘⠧⠈⠽⠞⠈⠽⠊,⠁⠈⠙⠧⠘⠈⠧⠽⠈⠞⠽⠊
अद्वभव्यि,⠁⠙⠈⠧⠘⠧⠈⠽⠊,⠁⠈⠙⠧⠘⠈⠧⠽⠊
अध्ययन,⠁⠮⠈⠽⠽⠝,⠁⠈⠮⠽⠽⠝
अध्यि,⠁⠮⠈⠽⠊,⠁⠈⠮⠽⠊
अनद्वभद्वषि,⠁⠝⠙⠈⠧⠘⠙⠈⠧⠯⠊,⠁⠝⠈⠙⠧⠘⠈⠙⠧⠯⠊
अनद्वभव्यत्यि,⠁⠝⠙⠈⠧⠘⠧⠈⠽⠞⠈⠽⠊,⠁⠝⠈⠙⠧⠘⠈⠧⠽⠈⠞⠽⠊
अनन्त,⠁⠝⠝⠈⠞,⠁⠝⠈⠝⠞
अनुक्रिद्वणका,⠁⠝⠥⠅⠈⠗⠊⠙⠈⠧⠼⠅⠜,⠁⠝⠥⠈⠅⠗⠊⠈⠙⠧⠼⠅⠜
अनुपत्यथथद्वत,⠁⠝⠥⠏⠞⠈⠽⠹⠹⠙⠈⠧⠞,⠁⠝⠥⠏⠈⠞⠽⠹⠹⠈⠙⠧⠞
अन्दर,⠁⠝⠈⠙⠗,⠁⠈⠝⠙⠗
अन्दाज़,⠁⠝⠈⠙⠜⠐⠚,⠁⠈⠝⠙⠜⠐⠚
अन्धकार,⠁⠝⠈⠮⠅⠜⠗,⠁⠈⠝⠮⠅⠜⠗
अपराद्वधनी,⠁⠏⠗⠜⠙⠈⠧⠮⠝⠔,⠁⠏⠗⠜⠈⠙⠧⠮⠝⠔
अपिाद्वनत,⠁⠏⠊⠜⠙⠈⠧⠝⠞,⠁⠏⠊⠜⠈⠙⠧⠝⠞
अफगाद्वनस्तान,⠁⠋⠛⠜⠙⠈⠧⠝⠎⠈⠞⠜⠝,⠁⠋⠛⠜⠈⠙⠧⠝⠈⠎⠞⠜⠝
अव्वल,⠁⠧⠈⠧⠇,⠁⠈⠧⠧⠇
अश्वारोही,⠁⠩⠈⠧⠜⠗⠕⠓⠔,⠁⠈⠩⠧⠜⠗⠕⠓⠔
असंख्य,⠁⠎⠰⠨⠈⠽,⠁⠎⠰⠈⠨⠽
असन्तोष,⠁⠎⠝⠈⠞⠕⠯,⠁⠎⠈⠝⠞⠕⠯
अस्त्रहीन,⠁⠎⠈⠈⠞⠗⠓⠔⠝,⠁⠈⠎⠈⠞⠗⠓⠔⠝
अस्पष्ट्,⠁⠎⠈⠏⠯⠈⠾⠈,⠁⠈⠎⠏⠈⠯⠈⠾
आकृद्वत,⠜⠅⠐⠗⠙⠈⠧⠞,⠜⠅⠐⠗⠈⠙⠧⠞
आत्म-सिपषण,⠜⠞⠈⠍⠤⠎⠊⠏⠯⠼,⠜⠈⠞⠍⠤⠎⠊⠏⠯⠼
आत्मा,⠜⠞⠈⠍⠜,⠜⠈⠞⠍⠜
आत्यखर,⠜⠞⠈⠽⠨⠗,⠜⠈⠞⠽⠨⠗
आदद्वियों,⠜⠙⠙⠈⠧⠊⠽⠕⠰,⠜⠙⠈⠙⠧⠊⠽⠕⠰
आद्वद,⠜⠙⠈⠧⠙,⠜⠈⠙⠧⠙
आधुद्वनक,⠜⠮⠥⠙⠈⠧⠝⠅,⠜⠮⠥⠈⠙⠧⠝⠅
आनन्द,⠜⠝⠝⠈⠙,⠜⠝⠈⠝⠙
आन्दोलन,⠜⠝⠈⠙⠕⠇⠝,⠜⠈⠝⠙⠕⠇⠝
आश्चयष,⠜⠩⠈⠉⠽⠯,⠜⠈⠩⠉⠽⠯
आश्वासन,⠜⠩⠈⠧⠜⠎⠝,⠜⠈⠩⠧⠜⠎⠝
इंजेक्शन,⠊⠰⠚⠑⠅⠈⠩⠝,⠊⠰⠚⠑⠈⠅⠩⠝
इंद्वगत,⠊⠰⠙⠈⠧⠛⠞,⠊⠰⠈⠙⠧⠛⠞
इक्के,⠊⠅⠈⠅⠑,⠊⠈⠅⠅⠑
इच्छा,⠊⠉⠈⠡⠜,⠊⠈⠉⠡⠜
इत्मीनान,⠊⠞⠈⠍⠔⠝⠜⠝,⠊⠈⠞⠍⠔⠝⠜⠝
इद्वतहास,⠊⠙⠈⠧⠞⠓⠜⠎,⠊⠈⠙⠧⠞⠓⠜⠎
ईष्याष,⠔⠯⠈⠽⠜⠯,⠔⠈⠯⠽⠜⠯
उंगद्वलयों,⠥⠰⠛⠙⠈⠧⠇⠽⠕⠰,⠥⠰⠛⠈⠙⠧⠇⠽⠕⠰
उजड्ड,⠥⠚⠫⠈⠫,⠥⠚⠈⠫⠫
उत्तरता,⠥⠞⠈⠞⠗⠞⠜,⠥⠈⠞⠞⠗⠞⠜
उत्तरदाद्वयत्व,⠥⠞⠈⠞⠗⠙⠜⠙⠈⠧⠽⠞⠈⠧,⠥⠈⠞⠞⠗⠙⠜⠈⠙⠧⠽⠈⠞⠧
उत्तेजना,⠥⠞⠈⠞⠑⠚⠝⠜,⠥⠈⠞⠞⠑⠚⠝⠜
